Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R31,47k,R_0402_1005Metric,203.649079,-127.339561,90,top
R32,47k,R_0402_1005Metric,203.740459,-129.210114,-90,top
R33,3.6k,R_0603_1608Metric,214.720293,-130.215865,0,top
R34,820,R_0603_1608Metric,214.72403,-128.257158,0,top
R35,5.62k,R_0603_1608Metric,184.686639,-118.163918,180,top
R36,75,R_0603_1608Metric,190.046396,-117.631981,-90,top
R37,75,R_0603_1608Metric,188.581609,-117.639454,-90,top
R38,75,R_0603_1608Metric,187.116822,-117.624507,-90,top
R39,7.5k,R_0603_1608Metric,203.014864,-115.025157,180,top
R40,10k,R_0402_1005Metric,202.84391,-116.269479,180,top
R41,10k,R_0402_1005Metric,202.725,-113.2,180,top
R42,7.5k,R_0603_1608Metric,203.111084,-111.946738,180,top
R43,75,R_0603_1608Metric,190.067882,-114.6585,90,top
R44,75,R_0603_1608Metric,188.603095,-114.651027,90,top
R45,75,R_0603_1608Metric,187.145781,-114.673447,90,top
R46,10k,R_0402_1005Metric,199.095,-110.075,0,top
R47,10k,R_0402_1005Metric,197.45,-118.775,0,top
R48,10k,R_0402_1005Metric,195.375,-118.8,180,top
R49,10k,R_0402_1005Metric,196.75,-111.05,0,top
R52,4.7k,R_0402_1005Metric,192.5,-113.04,90,top
R53,330,R_0402_1005Metric,195.375,-119.975,180,top
R54,330,R_0402_1005Metric,191.25,-113.05,90,top
R55,330,R_0402_1005Metric,196.75,-110.05,180,top
R56,75,R_0603_1608Metric,197.819696,-96.53975,0,top
R57,75,R_0603_1608Metric,197.885751,-99.413531,0,top
R58,75,R_0603_1608Metric,174,-104.275,0,top
R59,47k,R_0402_1005Metric,172.772088,-106.570501,0,top
R60,100,R_0402_1005Metric,218.341897,-124.148145,-90,top
R61,100,R_0402_1005Metric,214.845472,-125.713078,-90,top
R62,10k,R_0402_1005Metric,216.145,-113.795,90,top
R63,51k,R_0402_1005Metric,216.145,-111.765,90,top
R64,10k,R_0402_1005Metric,216.15,-118.385,90,top
R65,51k,R_0402_1005Metric,216.15,-116.285,90,top
R66,100,R_0402_1005Metric,197.381919,-100.674356,0,top
R67,100,R_0402_1005Metric,190.526939,-101.197495,0,top
R68,620,R_0402_1005Metric,172.76,-105.62,0,top
R69,375,R_0402_1005Metric,182.61,-116.44,0,top
R70,375,R_0402_1005Metric,180.31,-116.44,180,top
R71,375,R_0402_1005Metric,178.86,-116.74,90,top
R72,47k,R_0402_1005Metric,187.144016,-109.827898,180,top
U1,CD4070,TSSOP-14_4.4x5mm_P0.65mm,178.785,-123.635,90,top
U2,74HCT123,TSSOP-16_4.4x5mm_P0.65mm,173.035,-123.6175,90,top
U3,TS924,TSSOP-14_4.4x5mm_P0.65mm,198.92,-127.9,0,top
U4,THS7374,TSSOP-14_4.4x5mm_P0.65mm,188.2075,-121.88,180,top
U5,ICS501,SOIC-8_3.9x4.9mm_P1.27mm,174.993296,-132.309208,180,top
U6,TS922,TSSOP-8_4.4x3mm_P0.65mm,190.025,-103.475,180,top
U7,TS924,TSSOP-14_4.4x5mm_P0.65mm,197.675,-114.5,180,top
U8,AD723,TSSOP-28_6.1x9.7mm_P0.65mm,178.45,-110.98,-90,top
U9,NCV8114ASN250T1G,TSOT-23-5,183.060797,-130.281303,0,top
Z1,Conn_01x33_Pin,Molex_502244-3330_1x33-1MP_P0.5mm_Horizontal,179.7,-140.44,0,top
